order_id,order_date,region,channel,product_id,product_name,category,unit_price,quantity,discount,customer_id,payment_method
O2024004044,2024-03-05,Central,Online,P1006,Ergonomic Chair,Home Office,242.4,1,0.2,C15639,Credit Card
O2024004045,2024-10-30,Central,Store,P1003,USB-C Cable,Electronics,9.8,2,0.0,C12228,Pix
O2024004046,2024-03-25,West,Online,P1014,Planner 2024,Stationery,14.75,3,0.2,C13606,Debit Card
O2024004047,2024-04-24,East,Wholesale,P1006,Ergonomic Chair,Home Office,224.91,3,0.15,C11395,Bank Transfer
O2024004048,2024-02-20,North,Marketplace,P1012,Webcam,Electronics,39.49,2,0.15,C10452,Credit Card
O2024004049,2024-08-31,South,Store,P1010,Backpack,Lifestyle,47.28,1,0.1,C12186,Pix
O2024004050,2024-12-01,South,Marketplace,P1010,Backpack,Lifestyle,45.42,1,0.05,C14348,Credit Card
O2024004051,2024-02-18,North,Online,P1008,Ballpoint Pen Set,Stationery,8.48,2,0.0,C15196,Debit Card
O2024004052,2024-03-02,East,Online,P1015,Laptop Stand,Home Office,29.9,4,0.0,C16268,Pix
O2024004053,2024-08-16,Central,Online,P1005,Desk Lamp,Home Office,33.85,1,0.2,C14636,Debit Card
O2024004054,2024-04-23,South,Marketplace,P1005,Desk Lamp,Home Office,35.23,1,0.0,C10105,Debit Card
O2024004055,2024-05-10,North,Online,P1008,Ballpoint Pen Set,Stationery,8.48,1,0.0,C19900,Bank Transfer
O2024004056,2024-09-20,North,Online,P1003,USB-C Cable,Electronics,10.0,1,0.05,C12049,Debit Card
O2024004057,2024-08-20,Central,Store,P1001,Wireless Mouse,Electronics,25.63,3,0.0,C19137,Credit Card
O2024004058,2024-11-16,West,Store,P1002,Mechanical Keyboard,Electronics,80.68,1,0.05,C13796,Bank Transfer
O2024004059,2024-10-19,Central,Online,P1004,27-inch Monitor,Electronics,184.2,3,0.0,C16266,Debit Card
O2024004060,2024-08-14,East,Store,P1015,Laptop Stand,Home Office,30.5,4,0.0,C14860,Pix
O2024004061,2024-05-25,East,Online,P1014,Planner 2024,Stationery,14.9,2,0.0,C17962,Credit Card
O2024004062,2024-04-15,South,Store,P1014,Planner 2024,Stationery,15.65,1,0.0,C16955,Credit Card
O2024004063,2024-04-16,South,Online,P1001,Wireless Mouse,Electronics,26.68,1,0.1,C15278,Pix
O2024004064,2024-09-21,West,Wholesale,P1010,Backpack,Lifestyle,40.09,1,0.2,C14250,Bank Transfer
O2024004065,2024-01-13,East,Store,P1013,Coffee Mug,Lifestyle,12.14,5,0.0,C11620,Credit Card
O2024004066,2024-10-06,East,Store,P1011,Bluetooth Speaker,Electronics,61.1,1,0.2,C11385,Pix
O2024004067,2024-12-19,East,Online,P1014,Planner 2024,Stationery,14.9,6,0.0,C12433,Debit Card
O2024004068,2024-09-03,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,3,0.0,C11301,Pix
O2024004069,2024-08-25,West,Store,P1002,Mechanical Keyboard,Electronics,80.68,5,0.0,C18938,Credit Card
O2024004070,2024-03-21,North,Marketplace,P1009,Water Bottle,Lifestyle,15.74,3,0.0,C15088,Credit Card
O2024004071,2024-02-14,South,Online,P1015,Laptop Stand,Home Office,30.8,6,0.15,C17493,Bank Transfer
O2024004072,2024-05-27,Central,Online,P1008,Ballpoint Pen Set,Stationery,8.15,1,0.05,C18894,Pix
O2024004073,2024-04-10,North,Store,P1007,Notebook Pack,Stationery,12.88,2,0.1,C13833,Credit Card
O2024004074,2024-04-03,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,2,0.2,C14537,Pix
O2024004075,2024-05-12,West,Online,P1010,Backpack,Lifestyle,44.55,2,0.0,C11051,Credit Card
O2024004076,2024-10-08,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,3,0.0,C17472,Debit Card
O2024004077,2024-08-21,Central,Online,P1008,Ballpoint Pen Set,Stationery,8.15,3,0.0,C18539,Debit Card
O2024004078,2024-08-27,North,Store,P1004,27-inch Monitor,Electronics,195.63,2,0.0,C18014,Credit Card
O2024004079,2024-07-01,North,Marketplace,P1005,Desk Lamp,Home Office,34.54,6,0.0,C11351,Pix
O2024004080,2024-11-20,West,Online,P1013,Coffee Mug,Lifestyle,11.78,1,0.05,C13827,Debit Card
O2024004081,2024-06-06,North,Store,P1001,Wireless Mouse,Electronics,26.68,3,0.0,C12646,Bank Transfer
O2024004082,2024-09-23,South,Online,P1014,Planner 2024,Stationery,15.35,3,0.1,C17434,Pix
O2024004083,2024-11-28,West,Store,P1007,Notebook Pack,Stationery,12.62,3,0.1,C12037,Pix
O2024004084,2024-02-22,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,8,0.1,C11059,Credit Card
O2024004085,2024-01-28,East,Online,P1011,Bluetooth Speaker,Electronics,59.9,1,0.2,C19829,Debit Card
O2024004086,2024-09-19,Central,Store,P1014,Planner 2024,Stationery,14.74,4,0.2,C19866,Bank Transfer
O2024004087,2024-10-06,East,Marketplace,P1015,Laptop Stand,Home Office,29.3,1,0.05,C11309,Bank Transfer
O2024004088,2024-09-06,South,Online,P1010,Backpack,Lifestyle,46.35,1,0.0,C19522,Debit Card
O2024004089,2024-12-16,South,Store,P1008,Ballpoint Pen Set,Stationery,8.83,6,0.0,C18683,Credit Card
O2024004090,2024-03-22,North,Wholesale,P1007,Notebook Pack,Stationery,11.36,1,0.05,C17892,Bank Transfer
O2024004091,2024-02-17,North,Online,P1006,Ergonomic Chair,Home Office,252.4,1,0.15,C16583,Credit Card
O2024004092,2024-02-09,North,Marketplace,P1001,Wireless Mouse,Electronics,25.64,2,0.05,C19953,Bank Transfer
O2024004093,2024-04-17,West,Online,P1005,Desk Lamp,Home Office,34.55,1,0.0,C16176,Credit Card
O2024004094,2024-01-23,East,Store,P1009,Water Bottle,Lifestyle,16.22,2,0.2,C13892,Credit Card
O2024004095,2024-02-18,Central,Marketplace,P1014,Planner 2024,Stationery,14.16,1,0.15,C14431,Pix
O2024004096,2024-12-23,Central,Online,P1004,27-inch Monitor,Electronics,184.2,1,0.15,C14454,Credit Card
O2024004097,2024-03-30,East,Marketplace,P1001,Wireless Mouse,Electronics,25.38,2,0.0,C13534,Credit Card
O2024004098,2024-08-31,Central,Online,P1014,Planner 2024,Stationery,14.45,5,0.1,C12525,Bank Transfer
O2024004099,2024-11-11,West,Marketplace,P1009,Water Bottle,Lifestyle,15.43,3,0.05,C12333,Debit Card
O2024004100,2024-12-04,North,Online,P1010,Backpack,Lifestyle,45.45,1,0.05,C18046,Credit Card
O2024004101,2024-10-07,West,Online,P1009,Water Bottle,Lifestyle,15.74,1,0.15,C13414,Pix
O2024004102,2024-06-06,North,Store,P1007,Notebook Pack,Stationery,12.88,2,0.0,C16457,Debit Card
O2024004103,2024-04-03,South,Store,P1001,Wireless Mouse,Electronics,27.21,8,0.05,C10568,Bank Transfer
O2024004104,2024-06-12,Central,Online,P1004,27-inch Monitor,Electronics,184.2,6,0.2,C17511,Debit Card
O2024004105,2024-03-18,East,Store,P1004,27-inch Monitor,Electronics,193.7,6,0.15,C14382,Pix
O2024004106,2024-03-06,Central,Store,P1002,Mechanical Keyboard,Electronics,79.05,2,0.1,C19408,Bank Transfer
O2024004107,2024-02-24,North,Online,P1014,Planner 2024,Stationery,15.05,1,0.0,C15069,Debit Card
O2024004108,2024-06-16,West,Marketplace,P1011,Bluetooth Speaker,Electronics,58.11,2,0.0,C17704,Credit Card
O2024004109,2024-05-10,South,Store,P1009,Water Bottle,Lifestyle,16.7,3,0.05,C10885,Debit Card
O2024004110,2024-10-08,North,Online,P1001,Wireless Mouse,Electronics,26.16,4,0.2,C16565,Debit Card
O2024004111,2024-09-19,North,Store,P1011,Bluetooth Speaker,Electronics,61.71,5,0.15,C14215,Pix
O2024004112,2024-08-18,North,Marketplace,P1015,Laptop Stand,Home Office,29.6,4,0.1,C13232,Credit Card
O2024004113,2024-06-09,South,Online,P1012,Webcam,Electronics,41.1,2,0.2,C13465,Bank Transfer
O2024004114,2024-01-28,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,2,0.05,C15413,Credit Card
O2024004115,2024-05-03,Central,Store,P1010,Backpack,Lifestyle,44.52,1,0.0,C16752,Credit Card
O2024004116,2024-01-06,North,Wholesale,P1015,Laptop Stand,Home Office,27.18,2,0.05,C16414,Pix
O2024004117,2024-04-17,East,Store,P1003,USB-C Cable,Electronics,10.1,10,0.2,C12606,Credit Card
O2024004118,2024-04-08,West,Wholesale,P1015,Laptop Stand,Home Office,26.64,1,0.0,C11180,Debit Card
O2024004119,2024-06-02,Central,Wholesale,P1009,Water Bottle,Lifestyle,13.88,4,0.0,C15922,Bank Transfer
O2024004120,2024-01-10,North,Store,P1001,Wireless Mouse,Electronics,26.68,1,0.2,C12792,Credit Card
O2024004121,2024-06-19,East,Store,P1007,Notebook Pack,Stationery,12.75,5,0.05,C12415,Pix
O2024004122,2024-05-05,West,Store,P1014,Planner 2024,Stationery,15.05,1,0.2,C19428,Debit Card
O2024004123,2024-07-06,South,Online,P1002,Mechanical Keyboard,Electronics,82.3,2,0.0,C17926,Bank Transfer
O2024004124,2024-01-05,North,Marketplace,P1011,Bluetooth Speaker,Electronics,59.29,2,0.0,C16004,Debit Card
O2024004125,2024-05-28,Central,Marketplace,P1011,Bluetooth Speaker,Electronics,56.94,2,0.2,C17155,Pix
O2024004126,2024-08-13,South,Store,P1007,Notebook Pack,Stationery,13.13,4,0.1,C10791,Debit Card
O2024004127,2024-05-31,West,Store,P1007,Notebook Pack,Stationery,12.62,3,0.1,C17904,Bank Transfer
O2024004128,2024-02-07,North,Online,P1010,Backpack,Lifestyle,45.45,1,0.0,C14599,Debit Card
O2024004129,2024-08-28,North,Online,P1013,Coffee Mug,Lifestyle,12.02,8,0.0,C13793,Bank Transfer
O2024004130,2024-01-23,North,Online,P1001,Wireless Mouse,Electronics,26.16,2,0.05,C15162,Debit Card
O2024004131,2024-02-09,South,Store,P1011,Bluetooth Speaker,Electronics,62.93,1,0.2,C14270,Debit Card
O2024004132,2024-01-20,East,Store,P1006,Ergonomic Chair,Home Office,254.9,8,0.0,C11216,Bank Transfer
O2024004133,2024-08-31,Central,Marketplace,P1013,Coffee Mug,Lifestyle,11.31,1,0.15,C13811,Bank Transfer
O2024004134,2024-02-05,South,Online,P1001,Wireless Mouse,Electronics,26.68,2,0.1,C15142,Bank Transfer
O2024004135,2024-07-25,East,Marketplace,P1007,Notebook Pack,Stationery,12.25,3,0.05,C16533,Debit Card
O2024004136,2024-12-24,East,Wholesale,P1007,Notebook Pack,Stationery,11.25,2,0.0,C15347,Pix
O2024004137,2024-07-20,West,Store,P1003,USB-C Cable,Electronics,10.0,2,0.0,C17933,Bank Transfer
O2024004138,2024-02-07,North,Online,P1006,Ergonomic Chair,Home Office,252.4,2,0.0,C16211,Bank Transfer
O2024004139,2024-08-15,South,Online,P1015,Laptop Stand,Home Office,30.8,5,0.0,C18527,Debit Card
O2024004140,2024-06-01,West,Online,P1009,Water Bottle,Lifestyle,15.74,3,0.0,C17836,Credit Card
O2024004141,2024-06-10,Central,Wholesale,P1013,Coffee Mug,Lifestyle,10.39,3,0.2,C13447,Debit Card
O2024004142,2024-01-26,East,Store,P1009,Water Bottle,Lifestyle,16.22,2,0.15,C11935,Debit Card
O2024004143,2024-05-01,Central,Online,P1007,Notebook Pack,Stationery,12.12,4,0.0,C11285,Pix
O2024004144,2024-12-19,West,Store,P1013,Coffee Mug,Lifestyle,12.02,1,0.1,C11885,Bank Transfer
O2024004145,2024-10-09,Central,Store,P1007,Notebook Pack,Stationery,12.37,1,0.0,C13022,Credit Card
O2024004146,2024-01-25,North,Online,P1004,27-inch Monitor,Electronics,191.8,1,0.2,C11547,Credit Card
O2024004147,2024-03-27,Central,Marketplace,P1012,Webcam,Electronics,37.93,1,0.0,C17590,Pix
O2024004148,2024-12-10,Central,Store,P1003,USB-C Cable,Electronics,9.8,2,0.2,C19709,Debit Card
O2024004149,2024-11-28,West,Online,P1004,27-inch Monitor,Electronics,188.0,1,0.05,C13052,Bank Transfer
O2024004150,2024-05-16,North,Online,P1004,27-inch Monitor,Electronics,191.8,2,0.0,C10932,Pix
O2024004151,2024-05-21,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,1,0.05,C13238,Pix
O2024004152,2024-06-16,North,Wholesale,P1006,Ergonomic Chair,Home Office,227.16,1,0.0,C15558,Pix
O2024004153,2024-04-20,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,1,0.1,C18722,Credit Card
O2024004154,2024-10-16,West,Online,P1001,Wireless Mouse,Electronics,25.64,2,0.2,C15629,Debit Card
O2024004155,2024-06-23,East,Online,P1013,Coffee Mug,Lifestyle,11.9,5,0.1,C14280,Bank Transfer
O2024004156,2024-12-04,West,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.15,1,0.2,C15429,Bank Transfer
O2024004157,2024-12-11,North,Marketplace,P1003,USB-C Cable,Electronics,9.8,1,0.15,C12203,Pix
O2024004158,2024-10-01,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,2,0.1,C19715,Credit Card
O2024004159,2024-09-05,Central,Store,P1015,Laptop Stand,Home Office,29.58,1,0.15,C10434,Credit Card
O2024004160,2024-01-07,West,Store,P1009,Water Bottle,Lifestyle,16.06,4,0.0,C11706,Credit Card
O2024004161,2024-03-09,East,Online,P1005,Desk Lamp,Home Office,34.9,1,0.05,C17018,Credit Card
O2024004162,2024-07-04,South,Marketplace,P1010,Backpack,Lifestyle,45.42,5,0.0,C16347,Bank Transfer
O2024004163,2024-02-11,West,Wholesale,P1009,Water Bottle,Lifestyle,14.17,2,0.05,C16194,Debit Card
O2024004164,2024-07-30,Central,Online,P1010,Backpack,Lifestyle,43.65,3,0.1,C13546,Bank Transfer
O2024004165,2024-11-30,East,Wholesale,P1007,Notebook Pack,Stationery,11.25,2,0.1,C13681,Pix
O2024004166,2024-06-21,North,Online,P1010,Backpack,Lifestyle,45.45,2,0.0,C14374,Pix
O2024004167,2024-02-28,North,Online,P1010,Backpack,Lifestyle,45.45,4,0.0,C11592,Debit Card
O2024004168,2024-02-29,North,Marketplace,P1013,Coffee Mug,Lifestyle,11.78,4,0.05,C11590,Pix
O2024004169,2024-07-26,South,Store,P1007,Notebook Pack,Stationery,13.13,1,0.15,C15118,Credit Card
O2024004170,2024-11-06,East,Online,P1008,Ballpoint Pen Set,Stationery,8.4,4,0.0,C13646,Bank Transfer
O2024004171,2024-03-13,North,Online,P1010,Backpack,Lifestyle,45.45,4,0.1,C11600,Bank Transfer
O2024004172,2024-03-09,South,Store,P1004,27-inch Monitor,Electronics,199.51,3,0.05,C10709,Debit Card
O2024004173,2024-06-21,North,Store,P1005,Desk Lamp,Home Office,35.95,3,0.0,C16030,Pix
O2024004174,2024-05-13,Central,Online,P1008,Ballpoint Pen Set,Stationery,8.15,10,0.0,C15322,Credit Card
O2024004175,2024-03-25,North,Store,P1011,Bluetooth Speaker,Electronics,61.71,2,0.1,C16609,Pix
O2024004176,2024-04-08,South,Online,P1010,Backpack,Lifestyle,46.35,3,0.0,C10011,Debit Card
O2024004177,2024-03-31,North,Online,P1007,Notebook Pack,Stationery,12.62,5,0.05,C19940,Pix
O2024004178,2024-02-07,Central,Store,P1007,Notebook Pack,Stationery,12.37,4,0.05,C15413,Bank Transfer
O2024004179,2024-12-25,North,Online,P1007,Notebook Pack,Stationery,12.62,8,0.0,C10179,Debit Card
O2024004180,2024-10-11,North,Marketplace,P1015,Laptop Stand,Home Office,29.6,3,0.0,C17188,Pix
O2024004181,2024-05-24,West,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.15,1,0.2,C13217,Bank Transfer
O2024004182,2024-11-11,East,Store,P1001,Wireless Mouse,Electronics,26.42,1,0.1,C17370,Bank Transfer
O2024004183,2024-08-31,East,Marketplace,P1004,27-inch Monitor,Electronics,186.1,1,0.0,C16856,Credit Card
O2024004184,2024-11-09,West,Online,P1014,Planner 2024,Stationery,14.75,2,0.2,C15054,Pix
O2024004185,2024-01-23,East,Marketplace,P1015,Laptop Stand,Home Office,29.3,2,0.05,C18530,Debit Card
O2024004186,2024-11-06,South,Marketplace,P1006,Ergonomic Chair,Home Office,252.25,2,0.15,C15491,Pix
O2024004187,2024-11-13,north,Online,P1011,Bluetooth Speaker,Electronics,60.5,1,0.0,C14570,Pix
O2024004188,2024-12-21,South,Wholesale,P1001,Wireless Mouse,Electronics,24.01,2,0.15,C10800,Bank Transfer
O2024004189,2024-12-13,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,2,0.0,C15267,Debit Card
O2024004190,2024-08-14,East,Online,P1013,Coffee Mug,Lifestyle,11.9,1,0.2,C16558,Bank Transfer
O2024004191,2024-10-20,West,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.48,2,0.15,C12088,Bank Transfer
O2024004192,2024-07-09,East,Store,P1013,Coffee Mug,Lifestyle,12.14,2,0.0,C18063,Credit Card
O2024004193,2024-10-04,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,3,0.0,C19665,Pix
O2024004194,2024-05-21,North,Online,P1015,Laptop Stand,Home Office,30.2,2,0.2,C18801,Pix
O2024004195,2024-05-15,Central,Marketplace,P1011,Bluetooth Speaker,Electronics,56.94,1,0.05,C12861,Credit Card
O2024004196,2024-02-12,North,Marketplace,P1009,Water Bottle,Lifestyle,15.74,8,0.0,C18237,Credit Card
O2024004197,2024-08-23,West,Store,P1007,Notebook Pack,Stationery,12.62,1,0.05,C16227,Bank Transfer
O2024004198,2024-01-31,Central,Online,P1014,Planner 2024,Stationery,14.45,2,0.0,C12567,Debit Card
O2024004199,2024-02-21,Central,Store,P1006,Ergonomic Chair,Home Office,247.25,2,0.05,C17081,Credit Card
O2024004200,2024-10-26,East,Store,P1012,Webcam,Electronics,40.7,1,0.05,C19765,Pix
O2024004201,2024-12-20,South,Store,P1007,Notebook Pack,Stationery,13.13,4,0.0,C11766,Debit Card
O2024004202,2024-09-18,North,Wholesale,P1001,Wireless Mouse,Electronics,23.54,2,0.0,C19634,Pix
O2024004203,2024-07-04,South,Store,P1015,Laptop Stand,Home Office,31.41,1,0.05,C17180,Pix
O2024004204,2024-08-01,South,Store,P1012,Webcam,Electronics,41.92,2,0.1,C15987,Bank Transfer
O2024004205,2024-09-14,Central,Online,P1009,Water Bottle,Lifestyle,15.42,1,0.0,C16060,Debit Card
O2024004206,2024-07-11,East,Wholesale,P1009,Water Bottle,Lifestyle,14.31,6,0.0,C16094,Pix
O2024004207,2024-02-01,South,Online,P1009,Water Bottle,Lifestyle,16.38,1,0.15,C11916,Debit Card
O2024004208,2024-12-16,Central,Online,P1005,Desk Lamp,Home Office,33.85,5,0.0,C14654,Pix
O2024004209,2024-09-26,North,Online,P1007,Notebook Pack,Stationery,12.62,5,0.0,C19628,Pix
O2024004210,2024-03-03,East,Online,P1008,Ballpoint Pen Set,Stationery,8.4,1,0.0,C11928,Debit Card
O2024004211,2024-04-10,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,3,0.0,C18283,Debit Card
O2024004212,2024-11-03,South,Online,P1012,Webcam,Electronics,41.1,2,0.05,C19763,Pix
O2024004213,2024-11-15,Central,Store,P1012,Webcam,Electronics,39.48,6,0.15,C15538,Bank Transfer
O2024004214,2024-07-14,Central,Store,P1002,Mechanical Keyboard,Electronics,79.05,1,0.05,C18455,Bank Transfer
O2024004215,2024-07-26,West,Marketplace,P1004,27-inch Monitor,Electronics,184.24,1,0.15,C11286,Pix
O2024004216,2024-09-29,South,Store,P1001,Wireless Mouse,Electronics,27.21,5,0.0,C19941,Bank Transfer
O2024004217,2024-03-04,South,Marketplace,P1015,Laptop Stand,Home Office,30.18,2,0.05,C15431,Pix
O2024004218,2024-06-22,North,Store,P1001,Wireless Mouse,Electronics,26.68,3,0.2,C10100,Credit Card
O2024004219,2024-01-16,Central,Marketplace,P1004,27-inch Monitor,Electronics,180.52,2,0.2,C12291,Credit Card
O2024004220,2024-12-13,East,Online,P1011,Bluetooth Speaker,Electronics,59.9,3,0.0,C10693,Credit Card
O2024004221,2024-06-03,West,Store,P1013,Coffee Mug,Lifestyle,12.02,3,0.0,C13491,Pix
O2024004222,2024-02-16,Central,Store,P1003,USB-C Cable,Electronics,9.8,1,0.0,C12268,Debit Card
O2024004223,2024-01-01,East,Marketplace,P1015,Laptop Stand,Home Office,29.3,2,0.0,C19081,Credit Card
O2024004224,2024-01-28,North,Marketplace,P1014,Planner 2024,Stationery,14.75,1,0.15,C18981,Credit Card
O2024004225,2024-02-10,Central,Online,P1014,Planner 2024,Stationery,14.45,2,0.05,C18024,Bank Transfer
O2024004226,2024-06-26,West,Store,P1009,Water Bottle,Lifestyle,16.06,10,0.0,C11018,Bank Transfer
O2024004227,2024-06-15,East,Wholesale,P1005,Desk Lamp,Home Office,31.41,4,0.0,C14846,Pix
O2024004228,2024-09-05,East,Online,P1007,Notebook Pack,Stationery,12.5,2,0.0,C19572,Debit Card
O2024004229,2024-04-20,Central,Marketplace,P1012,Webcam,Electronics,37.93,6,0.0,C14329,Bank Transfer
O2024004230,2024-01-24,Central,Store,P1008,Ballpoint Pen Set,Stationery,8.31,2,0.15,C15101,Credit Card
O2024004231,2024-12-11,North,Store,P1011,Bluetooth Speaker,Electronics,61.71,3,0.2,C12064,Pix
O2024004232,2024-09-01,South,Store,P1002,Mechanical Keyboard,Electronics,83.94,2,0.0,C17791,Bank Transfer
O2024004233,2024-07-23,Central,Store,P1005,Desk Lamp,Home Office,34.53,2,0.2,C11711,Bank Transfer
O2024004234,2024-07-20,Central,Store,P1007,Notebook Pack,Stationery,12.37,1,0.1,C10008,Debit Card
O2024004235,2024-03-26,Central,Online,P1006,Ergonomic Chair,Home Office,242.4,1,0.05,C16383,Debit Card
O2024004236,2024-03-13,West,Online,P1014,Planner 2024,Stationery,14.75,1,0.05,C13667,Debit Card
O2024004237,2024-07-17,East,Online,P1001,Wireless Mouse,Electronics,25.9,1,0.2,C12822,Credit Card
O2024004238,2024-04-01,central,Store,P1007,Notebook Pack,Stationery,12.37,5,0.15,C11107,Pix
O2024004239,2024-10-26,South,Online,P1015,Laptop Stand,Home Office,30.8,1,0.0,C19669,Debit Card
O2024004240,2024-10-07,Central,Store,P1009,Water Bottle,Lifestyle,15.73,1,0.0,C18167,Debit Card
O2024004241,2024-12-07,Central,Marketplace,P1003,USB-C Cable,Electronics,9.41,6,0.0,C13951,Bank Transfer
O2024004242,2024-12-07,North,Online,P1014,Planner 2024,Stationery,15.05,2,0.0,C18967,Debit Card
O2024004243,2024-04-22,South,Store,P1009,Water Bottle,Lifestyle,16.7,5,0.0,C12303,Debit Card
O2024004244,2024-11-11,South,Online,P1001,Wireless Mouse,Electronics,26.68,3,0.2,C11897,Credit Card
O2024004245,2024-09-14,North,Online,P1003,USB-C Cable,Electronics,10.0,8,0.0,C19519,Credit Card
O2024004246,2024-04-12,North,Store,P1007,Notebook Pack,Stationery,12.88,5,0.05,C19015,Bank Transfer
O2024004247,2024-09-24,West,Online,P1015,Laptop Stand,Home Office,29.6,1,0.0,C11846,Bank Transfer
O2024004248,2024-12-31,West,Online,P1009,Water Bottle,Lifestyle,15.74,2,0.0,C10473,Pix
O2024004249,2024-02-05,South,Online,P1013,Coffee Mug,Lifestyle,12.26,2,0.0,C11792,Pix
O2024004250,2024-01-17,North,Wholesale,P1004,27-inch Monitor,Electronics,172.62,10,0.1,C17215,Pix
O2024004251,2024-03-02,East,Store,P1011,Bluetooth Speaker,Electronics,61.1,3,0.0,C15281,Credit Card
O2024004252,2024-08-14,West,Online,P1013,Coffee Mug,Lifestyle,11.78,3,0.2,C11511,Debit Card
O2024004253,2024-12-12,South,Online,P1007,Notebook Pack,Stationery,12.88,4,0.2,C18369,Pix
O2024004254,2024-12-10,North,Online,P1004,27-inch Monitor,Electronics,191.8,8,0.15,C11613,Credit Card
O2024004255,2024-09-26,West,Marketplace,P1007,Notebook Pack,Stationery,12.13,1,0.0,C11774,Credit Card
O2024004256,2024-10-14,East,Marketplace,P1005,Desk Lamp,Home Office,34.2,6,0.0,C19408,Bank Transfer
O2024004257,2024-04-15,West,Marketplace,P1006,Ergonomic Chair,Home Office,242.45,2,0.0,C13145,Credit Card
O2024004258,2024-01-10,West,Store,P1015,Laptop Stand,Home Office,30.19,3,0.15,C18636,Bank Transfer
O2024004259,2024-02-09,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,2,0.0,C18131,Bank Transfer
O2024004260,2024-03-11,East,Online,P1002,Mechanical Keyboard,Electronics,79.9,2,0.15,C17556,Credit Card
O2024004261,2024-12-19,South,Wholesale,P1001,Wireless Mouse,Electronics,24.01,4,0.2,C15930,Bank Transfer
O2024004262,2024-12-10,Central,Online,P1007,Notebook Pack,Stationery,12.12,5,0.1,C19087,Pix
O2024004263,2024-05-18,Central,Store,P1009,Water Bottle,Lifestyle,15.73,1,0.1,C15648,Credit Card
O2024004264,2024-06-13,East,Marketplace,P1013,Coffee Mug,Lifestyle,11.66,2,0.0,C13034,Bank Transfer
O2024004265,2024-12-05,West,Store,P1005,Desk Lamp,Home Office,35.24,1,0.1,C18031,Debit Card
O2024004266,2024-09-20,West,Store,P1010,Backpack,Lifestyle,45.44,1,0.1,C11127,Bank Transfer
O2024004267,2024-12-04,South,Online,P1008,Ballpoint Pen Set,Stationery,8.65,1,0.2,C17611,Credit Card
O2024004268,2024-12-24,Central,Online,P1007,Notebook Pack,Stationery,12.12,1,0.1,C19364,Credit Card
O2024004269,2024-09-05,West,Store,P1011,Bluetooth Speaker,Electronics,60.49,1,0.15,C14297,Bank Transfer
O2024004270,2024-08-31,Central,Online,P1001,Wireless Mouse,Electronics,25.12,3,0.0,C10448,Bank Transfer
O2024004271,2024-10-12,South,Online,P1014,Planner 2024,Stationery,15.35,1,0.0,C16012,Bank Transfer
O2024004272,2024-08-25,West,Online,P1010,Backpack,Lifestyle,44.55,2,0.0,C11620,Debit Card
O2024004273,2024-09-29,North,Wholesale,P1003,USB-C Cable,Electronics,9.0,1,0.05,C14308,Pix
O2024004274,2024-12-26,West,Marketplace,P1011,Bluetooth Speaker,Electronics,58.11,3,0.1,C11403,Debit Card
O2024004275,2024-03-21,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,3,0.1,C15761,Credit Card
O2024004276,2024-02-28,Central,Online,P1003,USB-C Cable,Electronics,9.6,10,0.0,C10804,Bank Transfer
O2024004277,2024-10-13,East,Online,P1006,Ergonomic Chair,Home Office,249.9,1,0.0,C17517,Bank Transfer
O2024004278,2024-06-24,West,Store,P1012,Webcam,Electronics,40.29,1,0.0,C14238,Debit Card
O2024004279,2024-07-07,West,Online,P1010,Backpack,Lifestyle,44.55,4,0.0,C13371,Credit Card
O2024004280,2024-02-15,North,Store,P1013,Coffee Mug,Lifestyle,12.26,8,0.2,C16556,Debit Card
O2024004281,2024-05-10,East,Online,P1012,Webcam,Electronics,39.9,1,0.1,C19624,Bank Transfer
O2024004282,2024-10-24,South,Store,P1003,USB-C Cable,Electronics,10.4,3,0.0,C11096,Debit Card
O2024004283,2024-03-24,Central,Wholesale,P1006,Ergonomic Chair,Home Office,218.16,5,0.1,C17061,Credit Card
O2024004284,2024-06-05,West,Online,P1012,Webcam,Electronics,39.5,4,0.0,C11596,Pix
O2024004285,2024-03-04,East,Wholesale,P1002,Mechanical Keyboard,Electronics,71.91,4,0.2,C13712,Pix
O2024004286,2024-09-01,East,Online,P1014,Planner 2024,Stationery,14.9,1,0.2,C18509,Credit Card
O2024004287,2024-06-30,East,Store,P1009,Water Bottle,Lifestyle,16.22,2,0.0,C17981,Credit Card
O2024004288,2024-09-17,Central,Online,P1014,Planner 2024,Stationery,14.45,1,0.2,C17129,Pix
